5.308681e-01,1.027394e-01
5.257667e-01,1.186800e-01
5.127499e-01,1.217577e-01
5.080322e-01,1.235877e-01
4.933471e-01,1.217928e-01
4.794311e-01,1.203256e-01
4.676571e-01,1.178074e-01
4.658462e-01,1.168715e-01
4.587485e-01,1.214658e-01
4.637220e-01,1.143328e-01
4.601720e-01,1.126940e-01
4.610847e-01,1.123454e-01
4.577798e-01,1.109104e-01
4.423691e-01,1.156968e-01
4.521875e-01,1.125273e-01
4.577236e-01,1.121910e-01
4.532402e-01,1.151087e-01
4.492524e-01,1.098213e-01
4.532668e-01,1.126244e-01
4.521772e-01,1.126046e-01
4.528590e-01,1.154813e-01
4.493705e-01,1.155319e-01
4.507293e-01,1.105155e-01
4.543456e-01,1.107455e-01
4.480304e-01,1.118609e-01
4.608959e-01,1.131078e-01
4.490543e-01,1.089097e-01
4.651836e-01,1.109614e-01
4.652299e-01,1.131799e-01
4.607728e-01,1.088848e-01
4.499744e-01,1.111450e-01
4.502648e-01,1.100614e-01
4.508393e-01,1.080143e-01
4.547289e-01,1.102997e-01
4.483636e-01,1.127244e-01
4.550933e-01,1.074295e-01
4.466915e-01,1.109889e-01
4.488803e-01,1.102637e-01
4.511826e-01,1.097440e-01
4.475871e-01,1.101439e-01
4.585359e-01,1.123423e-01
4.537628e-01,1.101518e-01
4.480213e-01,1.111273e-01
4.484374e-01,1.111984e-01
4.482141e-01,1.086703e-01
4.493428e-01,1.119077e-01
4.552890e-01,1.102259e-01
4.465990e-01,1.095255e-01
4.588388e-01,1.132637e-01
