4,5,9,11,12,22,23,25,26,31,36,37,38,39,40,41,42,43,44,45,46,48,53,57,58,65,68,74,76,77,79,80,81,83,88,99,100,101,102,103,104,114,117,118,130,131,132,141,142,143,148,149,150,151,152,153,158,159,160,161,165,166,167,200,201,208,216,217,218,220,221,231,237,238,239,243,244,245,246,249,251,254,255,256
0.0,89.1,89.1,89.6,89.1,91.0,94.4,91.0,91.0,92.0,92.0,93.7,91.0,100.6,101.5,91.0,187.2,99.4,190.6,93.0,91.0,93.0,93.0,91.0,93.0,93.7,93.7,94.4,93.7,93.7,183.4,182.8,96.7,184.0,191.1,182.7,182.7,182.7,182.7,182.7,182.7,180.6,180.6,185.3,185.1,186.1,184.0,185.1,186.8,186.1,194.5,186.8,184.0,185.1,185.1,185.1,193.0,185.1,186.1,192.4,188.7,191.2,186.8,186.1,186.8,192.4,187.4,186.8,188.7,186.1,184.0,193.7,192.4,99.4,180.6,186.1,187.4,185.8,190.6,186.8,190.6,186.8,191.2,186.8
89.1,0.0,89.1,89.1,89.1,92.0,92.0,89.6,89.6,93.7,93.7,182.8,92.0,99.4,190.6,92.0,99.4,188.5,101.5,98.2,93.0,91.0,93.0,93.0,95.6,91.0,94.4,93.7,93.7,92.0,99.4,98.2,93.7,189.0,188.1,180.6,180.6,180.6,180.6,180.6,180.6,182.7,182.7,187.4,183.0,184.0,181.9,183.0,184.7,184.0,192.4,184.7,181.9,183.0,183.0,183.0,190.9,183.0,184.0,190.3,186.6,189.1,184.7,186.1,192.3,195.0,190.0,189.4,191.2,188.7,186.6,196.2,194.5,184.0,182.7,188.7,190.0,101.5,191.1,189.4,101.5,189.4,193.8,189.4
89.1,89.1,0.0,89.1,89.1,89.6,89.6,93.0,91.0,93.0,92.0,96.7,93.7,101.5,190.6,101.5,96.7,101.5,101.5,101.5,93.0,91.0,93.0,92.0,96.7,101.5,96.7,99.4,92.0,93.0,93.7,185.8,99.4,101.5,190.6,180.6,180.6,180.6,180.6,180.6,180.6,182.7,181.6,195.9,183.0,184.0,181.9,183.0,184.7,184.0,192.4,184.7,181.9,183.0,183.0,183.0,190.9,183.0,184.0,190.3,186.6,189.1,184.7,186.1,193.4,196.1,191.1,190.4,192.3,189.8,187.7,197.3,193.5,101.5,190.6,189.8,191.1,96.7,101.5,190.4,101.5,190.6,190.6,190.4
89.6,89.1,89.1,0.0,89.1,91.0,89.6,93.7,93.0,94.4,91.0,99.9,92.0,187.2,101.5,93.0,98.2,99.4,183.4,91.0,92.0,96.7,92.0,91.0,93.7,91.0,89.6,94.4,182.8,93.0,96.7,183.4,93.0,93.7,187.4,186.3,186.3,186.3,186.3,186.3,186.3,181.6,180.6,185.3,188.7,189.8,187.7,188.7,190.4,189.8,198.2,190.4,187.7,188.7,188.7,188.7,192.0,195.2,189.8,196.1,190.2,191.9,190.4,187.5,190.4,193.1,188.1,187.5,189.4,186.8,184.7,194.4,192.4,94.4,96.7,186.8,188.1,94.4,98.2,187.2,96.7,187.2,187.2,187.2
89.1,89.1,89.1,89.1,0.0,92.0,91.0,92.0,91.0,93.0,92.0,94.4,92.0,98.2,181.6,95.6,98.2,96.7,181.6,92.0,89.6,93.0,93.7,89.6,91.0,91.0,89.6,101.5,93.7,93.7,91.0,96.7,92.0,100.6,189.7,182.7,182.7,182.7,182.7,182.7,186.8,179.2,99.9,185.3,185.1,186.1,184.0,185.1,186.8,186.1,189.4,184.7,185.3,185.1,185.2,185.1,184.0,192.4,182.7,187.5,191.9,189.1,191.1,184.7,187.7,190.3,185.3,184.7,186.6,184.0,181.9,191.6,189.7,93.0,100.6,189.7,189.7,101.5,191.1,189.7,101.5,191.1,190.6,191.1
91.0,92.0,89.6,89.6,91.0,0.0,89.1,89.1,89.1,89.6,89.6,91.0,91.0,89.6,91.0,92.0,91.0,91.0,89.6,89.6,101.5,91.0,92.0,92.0,89.6,89.6,91.0,93.7,91.0,93.7,93.0,91.0,92.0,100.6,93.7,180.6,187.4,192.4,178.7,188.1,192.5,190.2,92.0,184.7,183.4,183.4,183.4,190.2,190.2,184.0,190.2,190.2,190.2,182.7,183.0,184.0,190.2,190.2,183.4,183.4,190.2,190.2,190.2,101.5,100.6,189.1,187.2,187.8,187.2,187.2,187.2,187.8,187.8,98.2,94.4,187.8,187.8,95.6,187.2,187.2,98.2,187.8,187.2,187.8
93.0,93.0,89.6,89.6,91.0,89.1,0.0,89.1,89.1,89.6,89.6,91.0,91.0,91.0,89.6,91.0,92.0,92.0,91.0,91.0,100.6,92.0,93.0,91.0,91.0,91.0,91.0,92.0,93.7,93.0,93.7,181.1,92.0,99.9,93.7,181.9,195.2,192.4,186.8,191.1,195.2,191.6,93.0,184.7,184.7,184.7,184.7,191.1,191.1,185.1,191.1,190.6,190.6,184.0,184.0,182.8,191.1,191.1,184.7,184.7,191.1,191.1,185.8,190.6,190.6,190.6,185.8,185.8,186.3,101.5,185.8,185.8,185.8,93.7,93.7,185.8,185.8,93.7,96.7,185.8,96.7,186.3,185.8,186.3
91.0,89.6,92.0,93.0,91.0,89.1,89.1,0.0,89.6,89.6,89.6,91.0,89.6,89.6,89.6,91.0,91.0,95.6,89.6,91.0,101.5,89.6,92.0,92.0,89.6,98.2,93.0,96.7,98.2,92.0,99.4,101.5,93.0,93.7,95.6,180.6,194.5,188.1,178.7,195.2,187.5,198.8,93.7,186.8,183.4,183.4,183.4,183.4,182.8,182.7,183.4,182.8,183.4,182.7,181.6,184.0,183.4,183.4,183.4,183.4,182.8,182.8,182.8,190.6,189.7,182.8,182.8,182.8,183.4,182.8,182.8,182.8,182.8,187.2,101.5,191.1,191.1,93.7,93.7,190.6,101.5,191.1,190.6,191.1
89.6,89.6,91.0,93.0,89.6,89.1,89.1,89.1,0.0,91.0,89.1,92.0,89.1,89.6,91.0,96.7,92.0,89.6,89.6,94.4,93.7,89.6,92.0,93.7,91.0,93.7,92.0,96.7,93.7,92.0,93.0,93.7,91.0,94.4,96.7,181.9,195.2,194.5,195.9,195.2,195.9,194.4,99.4,185.8,184.7,184.7,184.7,191.1,190.6,182.8,191.1,191.1,191.1,184.0,182.8,182.8,191.1,192.4,184.7,182.8,191.1,190.6,191.1,192.4,190.6,192.4,190.6,191.1,190.6,190.6,190.6,191.1,191.1,93.7,182.8,191.1,191.1,93.7,185.8,190.6,101.5,191.1,190.6,191.1
